subset_index,experiment_seed,perm_gen_seed,permutation_index,image_index,image_id,initial_dice,final_dice,iterations_used,reached_cutoff,commit_type,protocol,dice_cutoff,prompt_limit,context_size
0,23,23,0,0,101,3.9791430567204245e-11,0.9230217337608336,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,0
0,23,23,0,1,163,7.307658034250153e-09,0.9028046131134032,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,1
0,23,23,0,2,54,0.1586594581604004,0.86216139793396,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,2
0,23,23,0,3,205,0.0684447586536407,0.9689520001411438,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,3
0,23,23,0,4,146,2.8399305476711767e-11,0.8735844492912292,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,4
0,23,23,0,5,53,5.547048584353398e-11,0.8683676719665527,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,5
0,23,23,0,6,175,0.1278699934482574,0.8920806646347046,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,6
0,23,23,0,7,183,0.3475037515163421,0.9708787202835084,9,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,7
0,23,23,0,8,158,0.0339178256690502,0.9316603541374208,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,8
0,23,23,0,9,9,0.0341937504708766,0.8965640664100647,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,9
0,23,24,1,0,9,6.692883053327492e-11,0.902372658252716,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,0
0,23,24,1,1,183,0.7056592702865601,0.9696201086044312,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,1
0,23,24,1,2,205,0.0006451286608353,0.9591097235679626,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,2
0,23,24,1,3,163,0.3132140040397644,0.8974762558937073,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,3
0,23,24,1,4,101,0.5021603107452393,0.9523729681968688,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,4
0,23,24,1,5,54,0.0555781759321689,0.8641445636749268,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,5
0,23,24,1,6,158,0.0058339587412774,0.9227588772773744,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,6
0,23,24,1,7,175,0.2835315763950348,0.8692706823348999,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,7
0,23,24,1,8,53,0.0029117127414792,0.870738685131073,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,8
0,23,24,1,9,146,2.511797367321656e-11,0.8862716555595398,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,9
0,23,25,2,0,101,3.9791430567204245e-11,0.9357388019561768,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,0
0,23,25,2,1,163,7.307658034250153e-09,0.9028046131134032,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,1
0,23,25,2,2,183,0.8540511131286621,0.9730318188667296,12,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,2
0,23,25,2,3,54,0.1501649022102356,0.8769044280052185,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,3
0,23,25,2,4,205,0.0127898259088397,0.9597952365875244,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,4
0,23,25,2,5,158,0.0057282238267362,0.9288476705551147,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,5
0,23,25,2,6,53,0.0027040243148803,0.8761855959892273,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,6
0,23,25,2,7,175,0.2942398190498352,0.8957263231277466,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,7
0,23,25,2,8,146,2.4205967091850408e-11,0.8690762519836426,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,8
0,23,25,2,9,9,0.0341937504708766,0.9118059277534484,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,9
0,23,26,3,0,54,9.242770437900559e-11,0.8880269527435303,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,0
0,23,26,3,1,175,0.299290657043457,0.8912191390991211,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,1
0,23,26,3,2,205,0.0066735567525029,0.9591030478477478,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,2
0,23,26,3,3,146,3.8150278075521626e-11,0.896012008190155,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,3
0,23,26,3,4,183,0.0076852799393236,0.974159836769104,18,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,4
0,23,26,3,5,53,5.0690389385987787e-11,0.8723124265670776,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,5
0,23,26,3,6,163,0.3619947731494903,0.8949370384216309,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,6
0,23,26,3,7,101,0.504912793636322,0.9553162455558776,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,7
0,23,26,3,8,158,0.0339178256690502,0.9318854212760924,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,8
0,23,26,3,9,9,0.0341937504708766,0.9110116958618164,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,9
0,23,27,4,0,146,1.3136930432366967e-10,0.8930563926696777,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,0
0,23,27,4,1,183,2.5786307117359183e-11,0.972450315952301,18,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,1
0,23,27,4,2,158,2.745532794168337e-11,0.91673481464386,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,2
0,23,27,4,3,205,0.0272586215287446,0.963514804840088,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,3
0,23,27,4,4,175,0.3677704632282257,0.8522477746009827,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,4
0,23,27,4,5,163,0.4033993184566498,0.8957236409187317,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,5
0,23,27,4,6,54,0.0847177281975746,0.8917844295501709,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,6
0,23,27,4,7,101,0.4766441583633423,0.954227328300476,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,7
0,23,27,4,8,9,0.0294470768421888,0.904758632183075,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.97,20,8
